Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Ford Figo Petrol ZXI,Kolkata,2010,44287,15.6,1196.0,70.0,5.0,7.65,5.564925816023739,False,True,True,False,False,False
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,205000,12.99,2494.0,100.6,7.0,24.01,11.309659863945578,False,False,True,False,False,False
Hyundai Elite i20 Asta Option,Hyderabad,2015,48000,18.6,1197.0,81.86,5.0,9.45,11.309659863945578,False,True,True,False,False,False
Mahindra KUV 100 mFALCON D75 K2,Mumbai,2016,18000,25.32,1198.0,77.0,6.0,7.88,11.755047489823609,False,False,True,False,False,False
Bentley Flying Spur W12,Bangalore,2008,31200,10.2,5998.0,616.0,5.0,375.0,3.946744186046512,False,True,False,False,True,False
Honda City 1.5 V MT,Pune,2009,72000,17.0,1497.0,118.0,5.0,13.58,5.177727272727273,False,True,True,False,False,False
Hyundai i20 Magna,Mumbai,2009,85000,18.5,1197.0,80.0,5.0,10.25,5.177727272727273,False,True,True,False,False,False
Honda City 1.5 V MT,Kolkata,2010,27000,17.0,1497.0,118.0,5.0,13.58,5.564925816023739,False,True,True,False,False,False
Toyota Fortuner 2.8 2WD MT,Mumbai,2012,126000,14.24,2755.0,174.5,7.0,35.16,7.416502636203866,False,False,True,False,False,False
Tata Indica V2 DLS BSIII,Pune,2017,50000,17.88,1405.0,48.21,5.0,7.63,13.831735395189003,False,False,True,False,False,False
Honda Amaze S i-Vtech,Mumbai,2013,58811,18.0,1198.0,86.7,5.0,8.54,8.776828125,False,True,True,False,True,False
Volkswagen Polo Diesel Highline 1.2L,Pune,2013,52196,22.07,1199.0,73.9,5.0,10.15,8.776828125,False,False,True,False,False,False
Nissan Micra Active XV,Coimbatore,2017,45105,19.69,1198.0,67.04,5.0,6.78,13.831735395189003,False,True,True,False,False,False
Hyundai Grand i10 Sportz,Hyderabad,2015,25160,18.9,1197.0,82.0,5.0,7.45,11.309659863945578,False,True,True,False,True,False
Tata Tigor 1.2 Revotron XZ Option,Hyderabad,2017,18000,20.3,1199.0,84.0,5.0,7.15,13.831735395189003,False,True,True,False,False,False
Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,2007,74000,11.9,2354.0,144.0,5.0,13.58,3.2141129032258067,False,True,True,False,False,False
Mahindra Xylo E4,Chennai,2009,67700,14.0,2498.0,112.0,7.0,11.67,5.177727272727273,False,False,True,False,False,False
Land Rover Freelander 2 S Business Edition,Kochi,2015,61062,12.39,2179.0,147.51,5.0,120.0,11.309659863945578,False,False,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,2016,105000,12.99,2494.0,100.6,7.0,24.01,11.755047489823609,False,False,True,False,False,False
Tata Indigo eCS eLX BS IV,Pune,2013,155550,25.0,1396.0,69.01,5.0,7.63,8.776828125,False,False,True,False,False,False
Maruti Vitara Brezza VDi Option,Delhi,2016,66000,24.3,1248.0,88.5,5.0,11.12,11.755047489823609,False,False,True,False,False,False
Honda City 1.5 V MT,Kochi,2012,93884,17.0,1497.0,118.0,5.0,13.58,7.416502636203866,False,True,True,False,True,False
Fiat Linea Emotion (Diesel),Mumbai,2009,200000,20.4,1248.0,91.7,5.0,9.075,5.177727272727273,False,False,True,False,False,False
Tata Tiago 1.2 Revotron XZ,Kolkata,2016,57200,23.84,1199.0,84.0,5.0,6.24,11.755047489823609,False,True,True,False,False,False
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2013,93568,22.07,1199.0,73.9,5.0,10.15,8.776828125,False,False,True,False,False,False
Maruti Wagon R VXI BS IV,Kolkata,2014,54000,20.51,998.0,67.04,5.0,5.51,9.737121019108281,False,True,True,False,False,False
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,40571,17.01,1582.0,126.2,5.0,16.06,11.755047489823609,False,False,False,False,False,False
Audi A4 35 TDI Technology,Hyderabad,2015,59000,18.25,1968.0,187.74,5.0,55.61,11.309659863945578,False,False,False,False,False,False
BMW X1 xDrive 20d xLine,Coimbatore,2017,17273,20.68,1995.0,190.0,5.0,48.18,13.831735395189003,False,False,False,False,False,False
Ford Endeavour 3.0L AT 4x2,Mumbai,2011,100077,11.4,2953.0,153.86,7.0,35.29,6.850387931034483,False,False,False,False,True,False
Hyundai i10 Magna AT,Kochi,2011,39934,19.2,1197.0,80.0,5.0,10.25,6.850387931034483,False,True,False,False,False,False
Maruti Vitara Brezza LDi,Bangalore,2016,46000,24.3,1248.0,88.5,5.0,9.42,11.755047489823609,False,False,True,False,False,False
Honda City 1.5 V MT,Coimbatore,2016,30842,17.0,1497.0,118.0,5.0,13.58,11.755047489823609,False,True,True,False,False,False
Mercedes-Benz New C-Class 200 K AT,Mumbai,2005,65000,11.7,1796.0,178.0,5.0,49.49,2.041607142857143,False,True,False,False,True,False
Volvo XC90 2007-2015 D5 AWD,Bangalore,2016,70000,11.1,2400.0,200.0,7.0,45.67,11.755047489823609,False,False,True,False,False,False
Toyota Fortuner 3.0 Diesel,Chennai,2011,150152,11.5,2982.0,171.0,7.0,37.17,6.850387931034483,False,False,True,False,True,False
Nissan Teana 230jM,Coimbatore,2009,67038,9.1,2349.0,98.6,5.0,11.33,5.177727272727273,False,True,False,False,False,False
BMW X6 xDrive30d,Coimbatore,2014,58598,11.2,2993.0,241.0,4.0,55.07,9.737121019108281,False,False,False,False,False,False
Tata Indigo CS eVX,Pune,2016,100000,25.0,1396.0,69.01,5.0,7.63,11.755047489823609,False,False,True,False,False,False
Audi Q5 30 TDI quattro Premium Plus,Jaipur,2016,35000,14.16,1968.0,174.3,5.0,53.14,11.755047489823609,False,False,False,False,False,False
Hyundai i10 Sportz 1.2,Pune,2008,84500,20.36,1197.0,78.9,5.0,10.25,3.946744186046512,False,True,True,False,False,False
Maruti Baleno Delta 1.2,Kolkata,2018,18006,21.4,1197.0,83.1,5.0,8.8,15.88455782312925,False,True,True,False,False,False
Maruti Swift VDI,Hyderabad,2013,99000,28.4,1248.0,74.0,5.0,8.44,8.776828125,False,False,True,False,False,False
Maruti Eeco 5 Seater AC,Delhi,2014,51200,15.1,1196.0,73.0,5.0,4.56,9.737121019108281,False,True,True,False,False,False
Toyota Land Cruiser Prado VX L,Pune,2014,130000,11.0,2982.0,170.3,7.0,24.01,9.737121019108281,False,False,False,False,False,False
Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,2017,25000,16.38,1995.0,182.46,5.0,29.9,13.831735395189003,False,False,False,False,False,False
Maruti Baleno Delta,Kochi,2017,32352,21.4,1197.0,83.1,5.0,7.12,13.831735395189003,False,True,True,False,False,False
Hyundai i10 Sportz 1.2,Bangalore,2011,20000,20.36,1197.0,78.9,5.0,10.25,6.850387931034483,False,True,True,False,False,False
Audi A4 2.0 TDI,Bangalore,2013,46000,16.55,1968.0,147.51,5.0,53.14,8.776828125,False,False,False,False,True,False
Maruti Dzire AMT ZXI Plus,Mumbai,2018,12500,22.0,1197.0,81.8,5.0,9.94,15.88455782312925,False,True,False,False,False,False
Toyota Innova 2.5 GX 8 STR,Delhi,2011,53138,12.8,2494.0,102.0,8.0,24.01,6.850387931034483,False,False,True,False,False,True
Maruti Swift Dzire Tour LDI,Pune,2013,170000,23.4,1248.0,74.0,5.0,7.88,8.776828125,False,False,True,False,True,False
Maruti Swift LDI,Kolkata,2012,38583,22.9,1248.0,74.0,5.0,7.88,7.416502636203866,False,False,True,False,False,False
Maruti Wagon R VXI AMT Opt,Hyderabad,2016,26000,22.5,998.0,67.0,5.0,6.44,11.755047489823609,False,True,False,False,False,False
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,22865,15.29,1591.0,121.3,5.0,16.06,13.831735395189003,False,True,True,False,False,False
Skoda Laura L and K MT,Kolkata,2013,45000,17.5,1896.0,106.0,5.0,25.83,8.776828125,False,False,True,False,False,False
Maruti Swift LXI Option,Kochi,2017,62889,20.4,1197.0,81.8,5.0,7.88,13.831735395189003,False,True,True,False,False,False
Maruti Omni MPI CARGO BSIV,Pune,2013,153000,16.8,796.0,34.2,5.0,7.88,8.776828125,False,True,True,False,False,False
Maruti Swift VDI,Ahmedabad,2016,67000,28.4,1248.0,74.0,5.0,7.67,11.755047489823609,False,False,True,False,False,False
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,15.5,1198.0,86.7,5.0,8.54,9.737121019108281,False,True,False,False,False,False
Toyota Corolla H2,Chennai,2006,164000,13.4,1794.0,125.0,5.0,21.085,3.3558974358974356,False,True,True,False,True,False
Maruti Swift Dzire Vdi BSIV,Coimbatore,2018,57178,19.3,1248.0,73.9,5.0,7.88,15.88455782312925,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013,40000,17.68,1968.0,174.33,5.0,67.1,8.776828125,False,False,False,False,False,False
Chevrolet Spark 1.0 LT,Mumbai,2007,40000,18.0,995.0,62.0,5.0,11.3,3.2141129032258067,False,True,True,False,False,False
Hyundai Verna CRDi ABS,Mumbai,2007,89564,18.1,1493.0,110.0,5.0,14.255,3.2141129032258067,False,False,True,False,False,True
Maruti Ertiga VXI,Delhi,2012,66727,16.02,1373.0,93.7,7.0,11.27,7.416502636203866,False,True,True,False,False,False
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,2013,75000,15.73,1968.0,174.33,5.0,44.8,8.776828125,False,False,False,False,True,False
Chevrolet Cruze LTZ AT,Coimbatore,2017,31056,14.81,1998.0,163.7,5.0,11.3,13.831735395189003,False,False,False,False,False,False
Volkswagen Vento Petrol Highline,Pune,2011,61000,15.04,1598.0,103.6,5.0,13.23,6.850387931034483,False,True,True,False,False,False
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,34782,16.9,1197.0,82.0,5.0,8.23,11.755047489823609,False,True,False,False,False,False
Hyundai i10 Sportz 1.2,Coimbatore,2012,31736,20.36,1197.0,78.9,5.0,10.25,7.416502636203866,False,True,True,False,False,False
Nissan Terrano XV D Pre,Pune,2014,75000,19.64,1461.0,108.5,5.0,16.82,9.737121019108281,False,False,True,False,False,False
Mahindra Thar CRDe AC,Mumbai,2014,15000,16.55,2498.0,105.0,6.0,11.39,9.737121019108281,False,False,True,False,False,False
Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2016,38503,22.7,1498.0,89.84,5.0,11.685,11.755047489823609,False,False,True,False,False,False
Honda BRV i-DTEC V MT,Coimbatore,2017,45353,21.9,1498.0,98.6,7.0,15.59,13.831735395189003,False,False,True,False,False,False
Land Rover Range Rover HSE,Hyderabad,2015,30000,12.7,2179.0,187.7,5.0,120.0,11.309659863945578,False,False,False,False,False,False
Toyota Etios G,Pune,2011,69470,17.6,1496.0,88.73,5.0,8.525,6.850387931034483,False,True,True,False,True,False
Nissan Teana 230jM,Chennai,2008,63288,9.1,2349.0,98.6,5.0,11.33,3.946744186046512,False,True,False,False,False,False
Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,2017,25087,16.47,1198.0,74.0,5.0,10.15,13.831735395189003,False,True,True,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2015,134000,12.8,2494.0,102.0,7.0,24.01,11.309659863945578,False,False,True,False,False,False
Chevrolet Cruze LTZ AT,Coimbatore,2015,54955,14.81,1998.0,163.7,5.0,11.3,11.309659863945578,False,False,False,False,False,True
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2017,28000,22.0,1582.0,126.2,5.0,15.57,13.831735395189003,False,False,True,False,False,False
Honda Amaze S i-Dtech,Ahmedabad,2015,45250,25.8,1498.0,98.6,5.0,8.54,11.309659863945578,False,False,True,False,False,False
Land Rover Discovery 4 SDV6 SE,Kochi,2012,89190,11.4,2993.0,245.41,7.0,120.0,7.416502636203866,False,False,False,False,True,False
Honda City i DTec VX Option BL,Coimbatore,2017,48184,26.0,1498.0,98.6,5.0,13.58,13.831735395189003,False,False,True,False,False,False
Maruti Swift Dzire VDI,Kolkata,2015,42125,26.59,1248.0,74.0,5.0,7.88,11.309659863945578,False,False,True,False,False,False
Nissan Micra XV CVT,Coimbatore,2017,47052,19.15,1198.0,75.94,5.0,9.51,13.831735395189003,False,True,False,False,False,False
Hyundai i10 Sportz 1.2,Mumbai,2011,67000,20.36,1197.0,78.9,5.0,10.25,6.850387931034483,False,True,True,False,True,False
Hyundai Santro GLS I - Euro II,Bangalore,2011,43189,0.0,999.0,98.6,5.0,4.55,6.850387931034483,False,True,True,False,False,False
Maruti Swift Dzire VDI,Pune,2015,174889,26.59,1248.0,74.0,5.0,7.88,11.309659863945578,False,False,True,False,False,False
Maruti Alto LXI,Pune,2004,72135,19.7,796.0,46.3,5.0,4.36,1.941290322580645,False,True,True,False,False,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2017,17660,24.3,1248.0,88.5,5.0,11.75,13.831735395189003,False,False,True,False,False,False
Honda Accord 2.4 A/T,Pune,2009,120000,11.7,2354.0,177.6,5.0,13.58,5.177727272727273,False,True,False,False,False,False
Chevrolet Beat LT,Pune,2010,29629,18.6,1199.0,76.8,5.0,11.3,5.564925816023739,False,True,True,False,False,False
Maruti Swift VDI BSIV W ABS,Coimbatore,2016,69564,17.8,1248.0,98.6,5.0,7.88,11.755047489823609,False,False,True,False,False,False
Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017,34848,17.9,2143.0,170.0,5.0,63.47,13.831735395189003,False,False,False,False,False,False
Mahindra Xylo D4 BSIV,Kolkata,2013,61000,14.0,2498.0,112.0,8.0,11.67,8.776828125,False,False,True,False,False,False
Datsun GO Plus T Petrol,Mumbai,2015,21000,19.83,1198.0,67.0,7.0,6.7,11.309659863945578,False,True,True,False,False,False
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27912,16.36,2179.0,187.7,5.0,69.675,11.309659863945578,False,False,False,False,False,False
Maruti SX4 VDI,Kochi,2013,62909,21.5,1248.0,88.8,5.0,7.88,8.776828125,False,False,True,False,False,False
Maruti Celerio VXI,Kochi,2018,33140,23.1,998.0,67.04,5.0,5.87,15.88455782312925,False,True,True,False,False,False
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,21.21,1498.0,103.2,5.0,13.23,9.737121019108281,False,False,False,False,False,False
Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,25571,22.77,1498.0,98.59,5.0,11.685,13.831735395189003,False,False,True,False,False,False
Hyundai Santro LS zipDrive Euro I,Chennai,2002,120000,0.0,999.0,98.6,5.0,4.55,1.294,False,True,True,True,False,False
Maruti Ertiga VDI,Kolkata,2016,12020,20.77,1248.0,88.76,7.0,11.27,11.755047489823609,False,False,True,False,False,False
Honda Brio VX AT,Mumbai,2014,36665,16.5,1198.0,86.8,5.0,6.62,9.737121019108281,False,True,False,False,False,False
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2018,41502,13.5,2477.0,175.56,7.0,34.1,15.88455782312925,False,False,False,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011,130000,14.21,2143.0,203.0,5.0,86.97,6.850387931034483,False,False,False,False,False,False
Maruti Swift VDI Optional,Bangalore,2017,51000,25.2,1248.0,74.0,5.0,7.88,13.831735395189003,False,False,True,False,False,False
Hyundai Accent GLE,Pune,2008,103000,13.2,1495.0,94.0,5.0,10.25,3.946744186046512,False,True,True,False,True,False
Audi A4 2.0 TDI,Delhi,2012,70000,16.55,1968.0,147.51,5.0,53.14,7.416502636203866,False,False,False,False,False,False
Honda City 1.5 S MT,Delhi,2010,56239,17.0,1497.0,118.0,5.0,13.58,5.564925816023739,False,True,True,False,True,False
BMW 3 Series 320d Sport,Ahmedabad,2016,40000,22.69,1995.0,190.0,5.0,54.43,11.755047489823609,False,False,False,False,False,False
Renault KWID Climber 1.0 AMT,Kochi,2018,19964,22.5,999.0,67.0,5.0,5.31,15.88455782312925,False,True,False,False,False,False
Mahindra Bolero VLX CRDe,Coimbatore,2012,72246,13.6,2523.0,63.0,7.0,11.01,7.416502636203866,False,False,True,False,False,False
Hyundai Creta 1.6 SX Diesel,Kolkata,2018,15000,20.5,1582.0,126.2,5.0,15.24,15.88455782312925,False,False,True,False,False,False
Tata Nano XT,Bangalore,2016,14000,23.9,624.0,37.48,4.0,7.63,11.755047489823609,False,True,True,True,False,False
Volkswagen Polo 1.2 MPI Highline,Pune,2016,22764,16.2,1199.0,74.0,5.0,10.15,11.755047489823609,False,True,True,False,False,False
Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012,65000,18.33,1968.0,167.7,5.0,10.15,7.416502636203866,False,False,False,False,False,False
Isuzu MU 7 4x2 HIPACK,Kolkata,2016,45000,12.08,2999.0,161.0,7.0,33.68,11.755047489823609,False,False,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2017,32090,13.0,2143.0,204.0,5.0,86.97,13.831735395189003,False,False,False,False,False,False
Mahindra XUV500 W8 2WD,Pune,2014,83000,15.1,2179.0,140.0,7.0,18.865,9.737121019108281,False,False,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,2011,70000,13.0,2143.0,204.0,5.0,86.97,6.850387931034483,False,False,False,False,False,False
Mahindra XUV500 W8 2WD,Chennai,2013,68000,16.0,2179.0,140.0,7.0,18.865,8.776828125,False,False,True,False,False,False
Nissan Sunny 2011-2014 XL,Jaipur,2012,105000,16.95,1498.0,97.7,5.0,11.33,7.416502636203866,False,True,True,False,False,False
Hyundai Elantra GT,Hyderabad,2006,88000,13.0,1795.0,127.0,5.0,21.77,3.3558974358974356,False,True,True,False,False,False
Honda Accord VTi-L AT,Mumbai,2007,93000,11.1,2354.0,142.0,5.0,13.58,3.2141129032258067,False,True,False,False,True,False
Honda City i DTEC SV,Delhi,2014,107000,26.0,1498.0,98.6,5.0,13.58,9.737121019108281,False,False,True,False,False,False
Toyota Fortuner 4x4 MT,Pune,2011,141844,12.55,2982.0,168.5,7.0,37.17,6.850387931034483,False,False,True,False,False,False
Nissan Micra XV CVT,Coimbatore,2015,32469,19.34,1198.0,76.0,5.0,9.47,11.309659863945578,False,True,False,False,False,False
Mahindra XUV500 W6 2WD,Kochi,2015,56318,15.1,2179.0,140.0,7.0,18.865,11.309659863945578,False,False,True,False,False,False
Mini Cooper 3 DOOR D,Coimbatore,2017,26002,20.7,1496.0,113.98,4.0,36.5,13.831735395189003,False,False,False,False,False,False
Maruti Swift VDI BSIV,Pune,2014,83000,25.2,1248.0,74.0,5.0,7.88,9.737121019108281,False,False,True,False,False,False
Chevrolet Beat LS,Pune,2010,80000,18.6,1199.0,79.4,5.0,11.3,5.564925816023739,False,True,True,False,True,False
Maruti Baleno Alpha 1.2,Chennai,2016,56474,21.4,1197.0,83.1,5.0,8.8,11.755047489823609,False,True,True,False,True,False
Mercedes-Benz B Class B180 Sport,Mumbai,2012,26000,14.8,1595.0,120.69,5.0,37.03,7.416502636203866,False,True,False,False,True,False
Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,2009,49000,9.74,1984.0,208.0,5.0,53.14,5.177727272727273,False,True,False,False,True,False
Skoda Laura 1.9 TDI AT Ambiente,Kochi,2010,64132,17.0,1896.0,105.0,5.0,25.83,5.564925816023739,False,False,False,False,True,False
Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2016,41810,19.67,1582.0,126.2,5.0,16.06,11.755047489823609,False,False,True,False,False,False
BMW 7 Series 730Ld,Mumbai,2013,60000,16.46,2993.0,258.0,5.0,158.0,8.776828125,False,False,False,False,False,False
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22177,0.0,2987.0,165.0,5.0,49.49,11.755047489823609,False,False,False,False,False,False
Ford Figo Diesel ZXI,Chennai,2014,100000,20.0,1399.0,68.05,5.0,7.65,9.737121019108281,False,False,True,False,False,False
Skoda Laura Ambiente 2.0 TDI CR AT,Pune,2012,75000,20.0,1968.0,138.1,5.0,25.83,7.416502636203866,False,False,False,False,False,False
Hyundai i20 1.4 CRDi Magna,Mumbai,2011,68000,21.9,1396.0,90.0,5.0,10.25,6.850387931034483,False,False,True,False,False,False
Toyota Innova 2.5 G (Diesel) 7 Seater,Kochi,2016,43518,12.99,2494.0,100.0,7.0,24.01,11.755047489823609,False,False,True,False,False,False
Maruti A-Star AT Vxi Aktiv,Pune,2012,39100,16.98,998.0,66.1,5.0,7.88,7.416502636203866,False,True,False,False,False,False
Hyundai Verna 1.6 VTVT,Delhi,2011,58000,17.01,1591.0,121.3,5.0,14.255,6.850387931034483,False,True,True,False,False,False
Honda City 1.5 E MT,Mumbai,2010,52000,17.0,1497.0,118.0,5.0,13.58,5.564925816023739,False,True,True,False,False,False
BMW 3 Series 320d,Jaipur,2014,80000,13.2,1995.0,170.0,5.0,54.43,9.737121019108281,False,False,False,False,False,False
Maruti Zen Estilo VXI BSIII,Jaipur,2006,96000,18.2,998.0,67.1,5.0,7.88,3.3558974358974356,False,True,True,False,True,False
Skoda Superb Elegance 1.8 TSI AT,Delhi,2010,63000,13.7,1798.0,157.75,5.0,33.36,5.564925816023739,False,True,False,False,False,False
Audi Q3 2012-2015 35 TDI Quattro Premium,Hyderabad,2014,50000,15.73,1968.0,174.33,5.0,44.8,9.737121019108281,False,False,False,False,False,False
Hyundai EON D Lite Plus,Hyderabad,2014,15322,21.1,814.0,55.2,5.0,10.25,9.737121019108281,False,True,True,False,False,False
Honda Brio E MT,Jaipur,2012,47000,19.4,1198.0,86.8,5.0,6.62,7.416502636203866,False,True,True,False,False,False
Volkswagen Vento Diesel Highline,Chennai,2011,76041,20.54,1598.0,103.6,5.0,13.23,6.850387931034483,False,False,True,False,False,False
Hyundai Accent GLE,Kolkata,2009,46000,13.2,1495.0,94.0,5.0,10.25,5.177727272727273,False,True,True,False,False,False
Mahindra Bolero SLX,Jaipur,2013,160000,15.96,2523.0,62.1,7.0,10.86,8.776828125,False,False,True,False,True,False
Maruti Celerio ZDi,Bangalore,2015,17000,27.62,793.0,47.0,5.0,5.87,11.309659863945578,False,False,True,False,True,False
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,56000,24.0,1120.0,70.0,5.0,7.45,9.737121019108281,False,False,True,False,False,False
Hyundai Getz GVS,Mumbai,2005,35000,15.3,1341.0,61.0,5.0,10.25,2.041607142857143,False,True,True,False,False,False
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2015,54278,12.99,2494.0,100.6,7.0,24.01,11.309659863945578,False,False,True,False,False,False
Hyundai Xcent 1.2 CRDi SX,Kolkata,2015,39000,25.4,1186.0,73.97,5.0,8.85,11.309659863945578,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013,40000,17.68,1968.0,174.33,5.0,67.1,8.776828125,False,False,False,False,False,False
Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013,41000,15.63,1499.0,110.4,5.0,11.685,8.776828125,False,True,False,False,False,False
BMW 5 Series 530i Sport Line,Kolkata,2011,30342,15.56,1998.0,252.0,5.0,59.12,6.850387931034483,False,True,False,False,False,False
Honda City ZX GXi,Mumbai,2008,88000,17.7,1497.0,78.0,5.0,13.58,3.946744186046512,False,True,True,False,True,False
Maruti Wagon R VXI 1.2,Chennai,2018,9000,21.5,1197.0,81.8,5.0,5.79,15.88455782312925,False,True,True,False,False,False
Maruti Swift Dzire VDi,Delhi,2010,70000,19.3,1248.0,73.9,5.0,7.88,5.564925816023739,False,False,True,False,False,False
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,46279,16.47,1198.0,73.9,5.0,10.15,6.850387931034483,False,True,True,False,False,False
Maruti Ritz LDi,Pune,2016,105000,23.2,1248.0,73.94,5.0,7.88,11.755047489823609,False,False,True,False,True,False
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,130000,16.52,1991.0,123.7,5.0,11.3,6.850387931034483,False,False,True,False,False,False
Renault KWID RXL,Jaipur,2017,30000,25.17,799.0,53.3,5.0,3.96,13.831735395189003,False,True,True,False,False,False
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,54000,19.33,1968.0,138.03,5.0,10.15,8.776828125,False,False,True,False,False,False
Ford Figo Diesel Titanium,Jaipur,2010,65000,20.0,1399.0,68.0,5.0,7.65,5.564925816023739,False,False,True,False,False,False
Maruti Swift Dzire VXi,Hyderabad,2010,70000,17.5,1298.0,85.8,5.0,7.88,5.564925816023739,False,True,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,2015,46000,13.0,2143.0,204.0,5.0,86.97,11.309659863945578,False,False,False,False,False,False
Chevrolet Spark 1.0 LS,Pune,2007,113000,18.0,995.0,62.0,5.0,11.3,3.2141129032258067,False,True,True,False,False,False
Hyundai Grand i10 Sportz,Jaipur,2016,67310,18.9,1197.0,82.0,5.0,7.45,11.755047489823609,False,True,True,False,False,False
Honda Jazz VX CVT,Pune,2019,1015,19.0,1199.0,88.7,5.0,10.55,19.603564356435644,False,True,False,False,False,False
Honda City 1.5 S MT,Jaipur,2011,83035,17.0,1497.0,118.0,5.0,13.58,6.850387931034483,False,True,True,False,True,False
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2015,36983,12.99,2494.0,100.0,7.0,24.01,11.309659863945578,False,False,True,False,False,False
Chevrolet Cruze LTZ,Pune,2010,76000,18.3,1991.0,147.9,5.0,11.3,5.564925816023739,False,False,True,False,False,True
Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,2019,14148,14.3,1598.0,103.52,5.0,14.22,19.603564356435644,False,True,False,False,False,False
Maruti Ritz VDi,Kolkata,2011,71428,21.1,1248.0,73.9,5.0,7.88,6.850387931034483,False,False,True,False,False,False
Maruti Ritz ZXi,Mumbai,2015,10500,18.5,1197.0,85.8,5.0,7.88,11.309659863945578,False,True,True,False,True,False
Honda City 1.5 S AT,Kochi,2010,58997,16.8,1497.0,118.0,5.0,13.58,5.564925816023739,False,True,False,False,False,False
Maruti Celerio VXI,Delhi,2015,39842,23.1,998.0,67.04,5.0,5.87,11.309659863945578,False,True,True,False,False,False
Tata Indica Vista Aqua 1.2 Safire,Jaipur,2009,45000,15.8,1172.0,65.0,5.0,7.63,5.177727272727273,False,True,True,False,False,False
Honda City i VTEC V,Hyderabad,2011,80000,17.4,1497.0,117.3,5.0,13.58,6.850387931034483,False,True,True,False,False,False
Toyota Etios Liva Diesel TRD Sportivo,Bangalore,2012,56600,23.59,1622.1462422882782,98.6,4.0,8.525,7.416502636203866,False,False,True,False,False,False
Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,2015,55409,20.5,1598.0,103.5,5.0,14.22,11.309659863945578,False,False,True,False,False,False
Maruti SX4 ZXI AT,Mumbai,2009,77000,12.6,1586.0,103.3,5.0,7.88,5.177727272727273,False,True,False,False,False,False
Hyundai i20 new Sportz AT 1.4,Bangalore,2012,58000,15.0,1622.1462422882782,98.6,4.0,10.25,7.416502636203866,False,True,False,False,True,False
Maruti Alto 800 LXI,Coimbatore,2016,59491,22.74,796.0,47.3,5.0,4.36,11.755047489823609,False,True,True,False,False,False
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,2007,51000,10.5,2179.0,120.0,7.0,18.865,3.2141129032258067,False,False,True,False,False,False
Maruti Baleno Zeta 1.2,Coimbatore,2017,18725,21.4,1197.0,83.1,5.0,8.8,13.831735395189003,False,True,True,False,False,False
BMW X3 2.5si,Bangalore,2009,92000,11.5,2497.0,218.0,5.0,69.59,5.177727272727273,False,True,False,False,False,False
